city,team1,team2,toss_winner,toss_decision,venue,team1_last_5_scored,team1_last_5_conceded,team2_last_5_scored,team2_last_5_conceded,team1_win
Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,178.4,179.8,154.2,159.6,0
Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,167.8,183.8,162.4,153.2,1
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,177.0,179.6,168.0,176.4,1
Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,173.6,174.2,156.6,162.0,0
Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,154.4,156.6,157.6,162.2,0
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,173.4,174.4,178.4,169.2,0
Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,173.4,166.6,181.6,160.8,1
Jaipur,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,156.2,168.0,159.6,158.4,1
Delhi,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Arun Jaitley Stadium,183.4,169.0,135.8,140.4,0
Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,166.0,162.6,164.4,170.4,1
Bengaluru,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,180.6,169.8,140.2,141.6,1
Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Rajiv Gandhi International Stadium,158.2,160.0,168.8,167.4,0
Chandigarh,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,176.0,184.4,159.6,165.0,0
Delhi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,180.6,172.2,175.4,160.8,0
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,174.6,172.4,139.0,142.8,1
Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,MA Chidambaram Stadium,140.2,137.4,163.6,166.6,1
Chandigarh,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Cricket Association IS Bindra Stadium,177.4,181.8,178.2,161.8,1
Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,143.2,171.4,168.6,172.6,0
Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,177.6,185.6,143.4,140.2,1
Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Arun Jaitley Stadium,176.2,169.4,193.0,167.0,0
Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,131.2,163.4,184.4,176.8,0
Chennai,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,MA Chidambaram Stadium,142.0,146.4,174.0,175.0,1
Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,174.4,175.6,184.4,160.8,1
Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M.Chinnaswamy Stadium,145.4,171.8,167.2,163.0,0
Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,168.6,177.4,191.8,189.0,0
Chandigarh,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,168.0,151.8,171.0,175.2,0
Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,187.8,182.0,137.8,138.4,0
Mumbai,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,164.4,171.2,169.0,160.0,0
Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,167.6,171.6,145.8,146.0,0
Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,172.8,168.0,155.0,157.6,0
Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,173.4,156.8,163.8,165.8,0
Chandigarh,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Cricket Association IS Bindra Stadium,165.8,167.2,161.2,188.0,0
Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,164.8,166.0,146.8,146.8,0
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,161.6,163.2,161.8,145.4,1
Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,159.8,185.2,173.4,158.2,0
Chandigarh,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Cricket Association IS Bindra Stadium,165.0,166.8,161.8,163.0,1
Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Rajiv Gandhi International Stadium,144.2,145.6,144.8,136.8,0
Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Arun Jaitley Stadium,172.6,157.0,153.6,148.0,1
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,171.4,173.4,158.6,159.4,1
Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,172.2,156.0,162.4,164.4,0
Delhi,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,168.2,170.4,148.8,148.4,0
Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,158.0,161.0,126.0,140.6,0
Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,182.4,181.2,144.0,139.0,1
Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,162.0,165.0,156.2,154.8,0
Chennai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,132.0,146.6,144.0,143.6,0
Bengaluru,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M.Chinnaswamy Stadium,173.6,172.0,173.2,171.6,1
Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,161.8,165.4,172.4,175.6,0
Chennai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,177.2,169.2,157.0,157.0,1
Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,147.8,154.6,177.6,179.6,0
Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Arun Jaitley Stadium,164.4,163.2,184.2,178.6,1
Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,175.2,178.6,168.6,151.6,1
Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Rajiv Gandhi International Stadium,149.8,156.6,180.0,182.0,1
Chennai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,MA Chidambaram Stadium,147.8,157.8,165.8,161.8,1
Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,170.8,160.4,169.0,159.0,1
Chandigarh,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Cricket Association IS Bindra Stadium,174.0,184.8,186.0,182.2,0
Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Arun Jaitley Stadium,146.4,150.2,154.6,174.4,0
Bengaluru,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,175.6,166.8,161.8,155.2,0
Chandigarh,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,151.2,145.4,176.0,187.0,0
Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,190.8,186.4,170.6,160.2,0
Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,MA Chidambaram Stadium,158.8,152.6,163.8,161.2,0
Visakhapatnam,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,178.4,170.6,153.2,163.8,0
Visakhapatnam,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,153.0,163.6,153.0,146.8,0
Hyderabad,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Rajiv Gandhi International Stadium,158.0,155.0,148.0,141.2,1
Abu Dhabi,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,156.8,162.8,155.8,140.0,0
Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Sheikh Zayed Stadium,149.6,149.6,176.8,170.6,1
Abu Dhabi,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sheikh Zayed Stadium,174.4,168.8,174.2,177.4,0
Abu Dhabi,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,160.4,164.4,153.6,143.6,1
Abu Dhabi,Mumbai Indians,Punjab Kings,Punjab Kings,field,Sheikh Zayed Stadium,169.2,160.6,188.8,170.0,1
Abu Dhabi,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sheikh Zayed Stadium,147.0,156.0,144.8,156.6,0
Abu Dhabi,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,192.8,168.2,169.6,175.2,1
Abu Dhabi,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,161.6,167.2,167.0,179.0,1
Abu Dhabi,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,168.4,171.8,176.4,181.6,1
Abu Dhabi,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Sheikh Zayed Stadium,186.0,155.6,199.0,162.2,0
Abu Dhabi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,165.4,175.6,193.2,165.4,0
Abu Dhabi,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,160.2,178.0,168.8,165.4,1
Abu Dhabi,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sheikh Zayed Stadium,163.2,169.2,152.4,175.0,0
Abu Dhabi,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,151.4,165.4,170.0,158.8,0
Abu Dhabi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,134.8,151.0,171.2,159.6,1
Abu Dhabi,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,163.2,151.2,153.6,155.8,0
Abu Dhabi,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Sheikh Zayed Stadium,154.8,140.0,163.6,163.2,0
Abu Dhabi,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,163.2,158.0,160.2,163.2,0
Abu Dhabi,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,164.8,161.0,149.2,148.8,0
Abu Dhabi,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,138.6,139.6,145.0,174.0,0
Abu Dhabi,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,133.2,135.0,152.2,136.0,0
Abu Dhabi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sheikh Zayed Stadium,134.6,175.2,147.4,131.4,1
Chennai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"MA Chidambaram Stadium, Chepauk, Chennai",156.6,144.8,142.4,144.6,0
Mumbai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",144.2,142.4,150.4,158.4,0
Chennai,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",158.0,135.8,159.0,144.0,1
Mumbai,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",156.2,153.4,158.6,170.4,1
Chennai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk, Chennai",155.2,144.0,178.6,154.2,1
Chennai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",145.4,146.4,150.6,155.2,1
Mumbai,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",166.4,173.8,176.8,189.6,0
Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",167.0,164.0,156.8,155.2,0
Chennai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",163.4,150.4,155.0,161.0,1
Chennai,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk, Chennai",142.4,141.8,168.2,157.6,1
Mumbai,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",163.0,162.6,165.0,173.4,0
Mumbai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",155.4,153.2,176.0,187.8,1
Chennai,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",163.6,147.6,176.0,172.4,0
Chennai,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",172.0,172.4,152.2,161.2,0
Mumbai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",163.0,152.8,171.6,168.4,1
Mumbai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Wankhede Stadium, Mumbai",165.4,186.4,159.2,150.8,0
Chennai,Mumbai Indians,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",151.0,146.6,159.0,159.4,0
Mumbai,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",177.6,176.8,163.6,185.6,0
Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"Wankhede Stadium, Mumbai",171.4,158.8,165.0,155.4,1
Chennai,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,"MA Chidambaram Stadium, Chepauk, Chennai",165.8,165.4,150.0,159.0,1
Ahmedabad,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Narendra Modi Stadium, Ahmedabad",154.8,154.8,166.0,177.4,0
Ahmedabad,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",163.2,167.2,168.0,167.2,1
Delhi,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",148.8,154.6,178.8,152.6,0
Delhi,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",164.2,174.0,145.8,141.8,0
Ahmedabad,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",153.8,166.6,164.0,163.8,0
Ahmedabad,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Narendra Modi Stadium, Ahmedabad",135.2,136.6,165.4,169.4,1
Delhi,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",175.8,148.8,148.4,144.0,0
Delhi,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Arun Jaitley Stadium, Delhi",155.0,164.2,147.6,151.8,1
Ahmedabad,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",149.8,144.2,165.8,164.6,0
Dubai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Dubai International Cricket Stadium,198.0,171.4,161.8,159.2,1
Abu Dhabi,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,"Zayed Cricket Stadium, Abu Dhabi",164.6,176.6,156.2,167.4,0
Dubai,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,169.0,167.8,144.0,138.0,1
Dubai,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,152.0,166.0,159.6,158.8,0
Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,"Zayed Cricket Stadium, Abu Dhabi",159.0,163.0,141.8,145.0,0
Sharjah,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,142.2,162.2,191.6,170.0,0
Abu Dhabi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,"Zayed Cricket Stadium, Abu Dhabi",159.8,158.2,177.4,166.8,1
Sharjah,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,156.6,150.8,151.4,163.8,1
Abu Dhabi,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"Zayed Cricket Stadium, Abu Dhabi",133.2,132.0,179.0,160.8,0
Dubai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,137.2,158.2,162.6,167.2,1
Dubai,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Dubai International Cricket Stadium,166.2,161.4,151.2,164.8,0
Sharjah,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,157.2,149.2,140.8,139.6,0
Abu Dhabi,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Zayed Cricket Stadium, Abu Dhabi",155.2,148.6,158.6,173.8,0
Dubai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,172.2,168.2,145.8,142.2,0
Sharjah,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,151.4,164.2,175.2,170.6,0
Dubai,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,141.6,140.4,157.6,150.8,0
Abu Dhabi,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"Zayed Cricket Stadium, Abu Dhabi",168.4,163.2,167.8,164.4,0
Sharjah,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Sharjah Cricket Stadium,151.6,166.6,148.6,141.0,0
Sharjah,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,142.2,138.0,155.4,154.8,1
Dubai,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,144.0,157.4,143.8,142.8,0
Dubai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,162.6,157.4,143.8,136.0,0
Sharjah,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Sharjah Cricket Stadium,161.8,169.2,133.6,149.4,0
Abu Dhabi,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Zayed Cricket Stadium, Abu Dhabi",134.0,137.2,146.0,133.8,1
Dubai,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,158.6,158.0,153.8,154.2,0
Sharjah,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,148.8,147.4,142.8,151.4,1
Abu Dhabi,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,"Zayed Cricket Stadium, Abu Dhabi",125.2,136.2,135.4,136.8,1
Dubai,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,138.2,130.0,155.0,143.2,0
Dubai,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,143.2,136.4,154.0,154.6,0
Sharjah,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,157.0,144.6,151.2,133.4,0
Sharjah,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,146.8,146.8,144.8,126.6,0
Dubai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Dubai International Cricket Stadium,154.2,154.8,146.0,128.2,1
Mumbai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",164.8,161.0,146.0,133.0,0
Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",141.2,143.0,148.4,148.0,0
Mumbai,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",151.6,150.2,145.0,144.0,0
Mumbai,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",160.0,160.0,182.0,185.0,0
Pune,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",135.6,154.8,150.0,158.8,1
Mumbai,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",148.8,136.2,162.0,162.0,0
Mumbai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,"Brabourne Stadium, Mumbai",153.2,149.6,158.0,161.0,0
Mumbai,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",161.6,161.0,140.2,145.6,0
Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",144.8,151.2,154.4,145.8,1
Pune,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,"Maharashtra Cricket Association Stadium, Pune",182.0,183.2,157.8,157.6,1
Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Brabourne Stadium, Mumbai",162.0,161.8,168.0,164.0,1
Mumbai,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",184.5,185.5,146.4,168.0,1
Mumbai,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Wankhede Stadium, Mumbai",153.6,154.6,155.6,156.0,0
Pune,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",161.0,157.4,140.6,145.4,0
Mumbai,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",161.4,164.6,179.33,176.0,0
Mumbai,Punjab Kings,Gujarat Titans,Gujarat Titans,field,"Brabourne Stadium, Mumbai",164.4,154.0,174.6,171.8,0
Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",166.4,172.2,151.0,174.0,0
Pune,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",167.4,163.4,162.8,161.6,0
Mumbai,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",158.4,162.4,145.8,150.6,1
Mumbai,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,"Wankhede Stadium, Mumbai",149.4,151.4,173.25,169.25,1
Mumbai,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",174.2,171.8,159.0,181.0,0
Mumbai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",162.6,168.8,160.0,159.0,1
Pune,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Maharashtra Cricket Association Stadium, Pune",170.6,159.2,178.8,175.8,1
Mumbai,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,"Dr DY Patil Sports Academy, Mumbai",167.6,166.0,164.4,165.0,1
Mumbai,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",147.0,155.2,164.4,186.0,0
Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Brabourne Stadium, Mumbai",171.0,168.4,169.0,176.8,1
Mumbai,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",171.0,174.4,167.0,162.0,1
Mumbai,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",182.4,169.6,161.0,174.0,0
Pune,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,"Maharashtra Cricket Association Stadium, Pune",167.4,174.4,175.2,165.4,0
Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",178.4,169.2,155.4,164.2,1
Mumbai,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",167.8,167.4,179.2,172.4,1
Mumbai,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",171.0,159.0,174.6,172.6,0
Navi Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,"Dr DY Patil Sports Academy, Mumbai",169.8,180.8,175.0,181.8,0
Mumbai,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",179.8,181.4,162.6,160.2,1
Navi Mumbai,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",177.0,167.6,171.8,181.2,1
Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",177.6,174.4,161.6,162.2,0
Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",169.6,166.6,166.8,173.4,1
Mumbai,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",166.6,154.6,164.2,170.6,1
Pune,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",185.6,188.8,156.6,155.0,1
Mumbai,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",144.6,142.0,174.0,165.8,0
Mumbai,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",173.2,185.0,172.6,170.4,0
